Date,daily_return,equity,peak,drawdown,trading_cost
2025-05-25,0.0011186098556001307,12452.590075615617,13248.266765998482,-0.06005892728737616,7.500000000000002e-05
2025-05-26,-0.0004948952043432918,12446.427348505542,13248.266765998482,-0.06052409961662697,0.000795
2025-05-27,0.006559401344826862,12528.06846079362,13248.266765998482,-0.05436170013221975,0.0004500000000000001
2025-05-28,-0.0010717963402169751,12514.640922867355,13248.266765998482,-0.055375231801186975,0.00030000000000000003
2025-05-29,0.0007786464929949208,12524.385404133036,13248.266765998482,-0.054639703038232845,0.0
2025-05-30,-0.009598685244177483,12404.167770761991,13248.266765998482,-0.063713918971111,0.000225
2025-05-31,0.00044800645190400947,12409.72491795379,13248.266765998482,-0.06329445676598233,0.00015
2025-06-01,0.0001107471045867392,12411.099259057171,13248.266765998482,-0.06319071933921883,0.0
2025-06-02,0.0016047122906929828,12431.015502579192,13248.266765998482,-0.06168740997250721,0.0006000000000000001
2025-06-03,0.004774207280331823,12490.363747293524,13248.266765998482,-0.05720771117397083,0.0
2025-06-04,-0.0017733970230040866,12468.213373407838,13248.266765998482,-0.05887965621228597,0.0008700000000000001
2025-06-05,-0.005818859398915174,12395.662592832305,13248.266765998482,-0.06435590317024531,0.000375
2025-06-06,0.0022607641666369453,12423.686262643903,13248.266765998482,-0.06224063252340706,0.000525
2025-06-07,-0.00045,12418.095603825714,13248.266765998482,-0.06266262423877156,0.00045
2025-06-08,-0.0004196128843805629,12412.88481091088,13248.266765998482,-0.06305594307865237,7.500000000000001e-05
2025-06-09,-0.0011326473290338695,12398.8253900842,13248.266765998482,-0.06411717026217822,0.0006
2025-06-10,0.005248503817314001,12463.900672474265,13248.266765998482,-0.0592051856577408,0.00027
2025-06-11,-0.004082409817930906,12413.017921999239,13248.266765998482,-0.06304589564447016,0.000345
2025-06-12,-0.004649806934931253,12355.299785182102,13248.266765998482,-0.06740255133661477,0.00015000000000000001
2025-06-13,-0.003498291469224732,12312.077345343883,13248.266765998482,-0.07066504903549475,0.00011925272455990658
2025-06-14,-0.0018197556261627715,12289.672373324942,13248.266765998482,-0.07235621154110217,0.00034425272455990656
2025-06-15,0.0,12289.672373324942,13248.266765998482,-0.07235621154110217,0.0
2025-06-16,0.0029488013842673202,12325.912176231595,13248.266765998482,-0.06962077425358748,0.000645
2025-06-17,-0.005529266334078968,12257.758924998743,13248.266765998482,-0.07476508878443366,0.00042000000000000007
2025-06-18,0.0029672315291759707,12294.130533758038,13248.266765998482,-0.0720197025839805,0.00022499999999999997
2025-06-19,-0.005342299867876377,12228.451601831888,13248.266765998482,-0.07697725160425795,0.00030000000000000003
2025-06-20,-0.0009666294030544386,12216.63122095973,13248.266765998482,-0.07786947253254528,0.0006749999999999999
2025-06-21,-0.003603676019723685,12172.60643998695,13248.266765998482,-0.08119253220143496,0.00037499999999999995
2025-06-22,0.0,12172.60643998695,13248.266765998482,-0.08119253220143496,0.0
